number,name,form,hundo_cp,hundo_wb_cp,weather0,weather1,raid_tier,type0,type1,shiny_enable
10106,Dugtrio,alola,1084,1355,Sunny/Clear,Snow,5,Ground,Steel,true
10107,Meowth,alola,455,569,Fog,None,5,Dark,None,true
10108,Persian,alola,1012,1265,Fog,None,5,Dark,None,true
10109,Geodude,alola,739,923,Partly Cloudy,Rainy,5,Rock,Electric,true
10110,Graveler,alola,1084,1355,Partly Cloudy,Rainy,5,Rock,Electric,true
10111,Golem,alola,1685,2106,Partly Cloudy,Rainy,5,Rock,Electric,true
10112,Grimer,alola,785,981,Cloudy,Fog,5,Poison,Dark,true
10113,Muk,alola,1575,1969,Cloudy,Fog,5,Poison,Dark,true
10114,Exeggutor,alola,1722,2153,Sunny/Clear,Windy,5,Grass,Dragon,true
10115,Marowak,alola,1048,1311,Sunny/Clear,Fog,5,Fire,Ghost,true
10116,Greninja,battle-bond,1516,1896,Rainy,Fog,5,Water,Dark,true
10117,Greninja,ash,2276,2845,Rainy,Fog,5,Water,Dark,true
10118,Zygarde,10-power-construct,1357,1696,Windy,Sunny/Clear,5,Dragon,Ground,true
10119,Zygarde,50-power-construct,1948,2436,Windy,Sunny/Clear,5,Dragon,Ground,true
10120,Zygarde,complete,2126,2658,Windy,Sunny/Clear,5,Dragon,Ground,true
10123,Oricorio,pom-pom,1333,1667,Rainy,Windy,5,Electric,Flying,true
10124,Oricorio,pau,1333,1667,Windy,None,5,Psychic,Flying,true
10125,Oricorio,sensu,1333,1667,Fog,Windy,5,Ghost,Flying,true
10126,Lycanroc,midnight,1568,1960,Partly Cloudy,None,5,Rock,None,true
10127,Wishiwashi,school,1847,2309,Rainy,None,5,Water,None,true
10130,Minior,orange-meteor,881,1101,Partly Cloudy,Windy,5,Rock,Flying,true
10131,Minior,yellow-meteor,881,1101,Partly Cloudy,Windy,5,Rock,Flying,true
10132,Minior,green-meteor,881,1101,Partly Cloudy,Windy,5,Rock,Flying,true
10133,Minior,blue-meteor,881,1101,Partly Cloudy,Windy,5,Rock,Flying,true
10134,Minior,indigo-meteor,881,1101,Partly Cloudy,Windy,5,Rock,Flying,true
10135,Minior,violet-meteor,881,1101,Partly Cloudy,Windy,5,Rock,Flying,true
10136,Minior,red,1310,1637,Partly Cloudy,Windy,5,Rock,Flying,true
10137,Minior,orange,1310,1637,Partly Cloudy,Windy,5,Rock,Flying,true
10138,Minior,yellow,1310,1637,Partly Cloudy,Windy,5,Rock,Flying,true
10139,Minior,green,1310,1637,Partly Cloudy,Windy,5,Rock,Flying,true
10140,Minior,blue,1310,1637,Partly Cloudy,Windy,5,Rock,Flying,true
10141,Minior,indigo,1310,1637,Partly Cloudy,Windy,5,Rock,Flying,true
10142,Minior,violet,1310,1637,Partly Cloudy,Windy,5,Rock,Flying,true
10143,Mimikyu,busted,1271,1589,Fog,Cloudy,5,Ghost,Fairy,true
10147,Magearna,original,2066,2582,Snow,Cloudy,5,Steel,Fairy,true
10151,Rockruff,own-tempo,543,679,Partly Cloudy,None,5,Rock,None,true
10152,Lycanroc,dusk,1543,1929,Partly Cloudy,None,5,Rock,None,true
10155,Necrozma,dusk,2336,2921,Windy,Snow,5,Psychic,Steel,true
10156,Necrozma,dawn,2336,2921,Windy,Fog,5,Psychic,Ghost,true
10157,Necrozma,ultra,2669,3337,Windy,None,5,Psychic,Dragon,true
10161,Meowth,galar,591,739,Snow,None,5,Steel,None,true
10162,Ponyta,galar,969,1212,Windy,None,5,Psychic,None,true
10163,Rapidash,galar,1406,1757,Windy,Cloudy,5,Psychic,Fairy,true
10164,Slowpoke,galar,700,876,Windy,None,5,Psychic,None,true
10165,Slowbro,galar,1397,1746,Cloudy,Windy,5,Poison,Psychic,true
10166,Farfetchd,galar,956,1196,Cloudy,None,5,Fighting,None,true
10167,Weezing,galar,1310,1637,Cloudy,None,5,Poison,Fairy,true
10168,Mr,mime-galar,1181,1477,Snow,Windy,5,Ice,Psychic,true
10169,Articuno,galar,2051,2564,Windy,None,5,Psychic,Flying,true
10170,Zapdos,galar,2027,2534,Cloudy,Windy,5,Fighting,Flying,true
10171,Moltres,galar,1809,2262,Fog,Windy,5,Dark,Flying,true
10172,Slowking,galar,1552,1941,Cloudy,Windy,5,Poison,Psychic,true
10173,Corsola,galar,855,1069,Fog,None,5,Ghost,None,true
10174,Zigzagoon,galar,290,363,Fog,Partly Cloudy,5,Dark,Normal,true
10175,Linoone,galar,949,1187,Fog,Partly Cloudy,5,Dark,Normal,true
10176,Darumaka,galar,823,1030,Snow,None,5,Ice,None,true
10177,Darmanitan,galar-standard,1774,2218,Snow,None,5,Ice,None,true
10178,Darmanitan,galar-zen,2231,2789,Snow,Sunny/Clear,5,Ice,Fire,true
10179,Yamask,galar,561,701,Sunny/Clear,Fog,5,Ground,Ghost,true
10180,Stunfisk,galar,1235,1544,Sunny/Clear,Snow,5,Ground,Steel,true
10181,Zygarde,10,1357,1696,Windy,Sunny/Clear,5,Dragon,Ground,true
10182,Cramorant,gulping,1224,1530,Windy,Rainy,5,Flying,Water,true
10183,Cramorant,gorging,1224,1530,Windy,Rainy,5,Flying,Water,true
10184,Toxtricity,low-key,1486,1858,Rainy,Cloudy,5,Electric,Poison,true
10185,Eiscue,noice,1165,1457,Snow,None,5,Ice,None,true
10186,Indeedee,female,1370,1712,Windy,Partly Cloudy,5,Psychic,Normal,true
10187,Morpeko,hangry,1110,1387,Rainy,Fog,5,Electric,Dark,true
10188,Zacian,crowned,2541,3177,Cloudy,Snow,5,Fairy,Steel,true
10189,Zamazenta,crowned,2176,2721,Cloudy,Snow,5,Fighting,Steel,true
10191,Urshifu,rapid-strike,2060,2576,Cloudy,Rainy,5,Fighting,Water,true
10192,Zarude,dada,2190,2738,Fog,Sunny/Clear,5,Dark,Grass,true
10193,Calyrex,ice,2424,3031,Windy,Snow,5,Psychic,Ice,true
10194,Calyrex,shadow,2601,3252,Windy,Fog,5,Psychic,Ghost,true
10229,Growlithe,hisui,755,944,Sunny/Clear,Partly Cloudy,5,Fire,Rock,true
10230,Arcanine,hisui,1797,2247,Sunny/Clear,Partly Cloudy,5,Fire,Rock,true
10231,Voltorb,hisui,577,721,Rainy,Sunny/Clear,5,Electric,Grass,true
10232,Electrode,hisui,1228,1535,Rainy,Sunny/Clear,5,Electric,Grass,true
10233,Typhlosion,hisui,1710,2138,Sunny/Clear,Fog,5,Fire,Ghost,true
10234,Qwilfish,hisui,1220,1526,Fog,Cloudy,5,Dark,Poison,true
10235,Sneasel,hisui,1172,1465,Cloudy,None,5,Fighting,Poison,true
10236,Samurott,hisui,1601,2001,Rainy,Fog,5,Water,Dark,true
10237,Lilligant,hisui,1435,1794,Sunny/Clear,Cloudy,5,Grass,Fighting,true
10238,Zorua,hisui,687,859,Partly Cloudy,Fog,5,Normal,Ghost,true
10239,Zoroark,hisui,1494,1868,Partly Cloudy,Fog,5,Normal,Ghost,true
10240,Braviary,hisui,1608,2010,Windy,None,5,Psychic,Flying,true
10241,Sliggoo,hisui,1106,1382,Snow,Windy,5,Steel,Dragon,true
10242,Goodra,hisui,1897,2372,Snow,Windy,5,Steel,Dragon,true
10243,Avalugg,hisui,1975,2469,Snow,Partly Cloudy,5,Ice,Rock,true
10244,Decidueye,hisui,1655,2069,Sunny/Clear,Cloudy,5,Grass,Fighting,true
10245,Dialga,origin,2337,2921,Snow,Windy,5,Steel,Dragon,true
10246,Palkia,origin,2361,2951,Rainy,Windy,5,Water,Dragon,true
10247,Basculin,white-striped,1194,1493,Rainy,None,5,Water,None,true
10248,Basculegion,female,1597,1996,Rainy,Fog,5,Water,Ghost,true
10249,Enamorus,therian,1935,2420,Cloudy,Windy,5,Fairy,Flying,true
10250,Tauros,paldea-combat-breed,1621,2026,Cloudy,None,5,Fighting,None,true
10251,Tauros,paldea-blaze-breed,1621,2026,Cloudy,Sunny/Clear,5,Fighting,Fire,true
10252,Tauros,paldea-aqua-breed,1621,2026,Cloudy,Rainy,5,Fighting,Water,true
10253,Wooper,paldea,366,458,Cloudy,Sunny/Clear,5,Poison,Ground,true
10254,Oinkologne,female,1424,1781,Partly Cloudy,None,5,Normal,None,true
10255,Dudunsparce,three-segment,1565,1957,Partly Cloudy,None,5,Normal,None,true
10256,Palafin,hero,2265,2831,Rainy,None,5,Water,None,true
10257,Maushold,family-of-three,1134,1418,Partly Cloudy,None,5,Normal,None,true
10258,Tatsugiri,droopy,1569,1962,Windy,Rainy,5,Dragon,Water,true
10259,Tatsugiri,stretchy,1569,1962,Windy,Rainy,5,Dragon,Water,true
10260,Squawkabilly,blue-plumage,1127,1409,Partly Cloudy,Windy,5,Normal,Flying,true
10261,Squawkabilly,yellow-plumage,1127,1409,Partly Cloudy,Windy,5,Normal,Flying,true
10262,Squawkabilly,white-plumage,1127,1409,Partly Cloudy,Windy,5,Normal,Flying,true
10263,Gimmighoul,roaming,631,788,Fog,None,5,Ghost,None,true
10264,Koraidon,limited-build,2270,2837,Cloudy,Windy,5,Fighting,Dragon,true
10265,Koraidon,sprinting-build,2270,2837,Cloudy,Windy,5,Fighting,Dragon,true
10266,Koraidon,swimming-build,2270,2837,Cloudy,Windy,5,Fighting,Dragon,true
10267,Koraidon,gliding-build,2270,2837,Cloudy,Windy,5,Fighting,Dragon,true
10268,Miraidon,low-power-mode,2270,2837,Rainy,Windy,5,Electric,Dragon,true
10269,Miraidon,drive-mode,2270,2837,Rainy,Windy,5,Electric,Dragon,true
10270,Miraidon,aquatic-mode,2270,2837,Rainy,Windy,5,Electric,Dragon,true
10271,Miraidon,glide-mode,2270,2837,Rainy,Windy,5,Electric,Dragon,true
10272,Ursaluna,bloodmoon,2125,2657,Sunny/Clear,Partly Cloudy,5,Ground,Normal,true
10273,Ogerpon,wellspring-mask,1900,2375,Sunny/Clear,Rainy,5,Grass,Water,true
10274,Ogerpon,hearthflame-mask,1900,2375,Sunny/Clear,None,5,Grass,Fire,true
10275,Ogerpon,cornerstone-mask,1900,2375,Sunny/Clear,Partly Cloudy,5,Grass,Rock,true
10276,Terapagos,terastal,1903,2379,Partly Cloudy,None,5,Normal,None,true
10277,Terapagos,stellar,2352,2941,Partly Cloudy,None,5,Normal,None,true
10278,Clefable,mega,2156,2695,Cloudy,Windy,5,Fairy,Flying,true
10279,Victreebel,mega,2003,2503,Sunny/Clear,Cloudy,5,Grass,Poison,true
10281,Dragonite,mega,2304,2881,Windy,None,5,Dragon,Flying,true
10282,Meganium,mega,1956,2446,Sunny/Clear,Cloudy,5,Grass,Fairy,true
10283,Feraligatr,mega,2168,2710,Rainy,Windy,5,Water,Dragon,true
10284,Skarmory,mega,2137,2672,Snow,Windy,5,Steel,Flying,true
10285,Froslass,mega,2144,2681,Snow,Fog,5,Ice,Ghost,true
10286,Emboar,mega,2092,2615,Sunny/Clear,Cloudy,5,Fire,Fighting,true
10287,Excadrill,mega,2273,2841,Sunny/Clear,Snow,5,Ground,Steel,true
10288,Scolipede,mega,2075,2594,Rainy,Cloudy,5,Bug,Poison,true
10289,Scrafty,mega,2019,2524,Fog,Cloudy,5,Dark,Fighting,true
10290,Eelektross,mega,2196,2746,Rainy,None,5,Electric,None,true
10291,Chandelure,mega,2125,2656,Fog,Sunny/Clear,5,Ghost,Fire,true
10292,Chesnaught,mega,1961,2451,Sunny/Clear,Cloudy,5,Grass,Fighting,true
10293,Delphox,mega,2289,2862,Sunny/Clear,Windy,5,Fire,Psychic,true
10294,Greninja,mega,2162,2703,Rainy,Fog,5,Water,Dark,true
10295,Pyroar,mega,2199,2749,Sunny/Clear,Partly Cloudy,5,Fire,Normal,true
10296,Floette,mega,2250,2813,Cloudy,None,5,Fairy,None,true
10297,Malamar,mega,1796,2245,Fog,Windy,5,Dark,Psychic,true
10298,Barbaracle,mega,2263,2829,Partly Cloudy,Cloudy,5,Rock,Fighting,true
10299,Dragalge,mega,1999,2499,Cloudy,Windy,5,Poison,Dragon,true
10300,Hawlucha,mega,2248,2811,Cloudy,Windy,5,Fighting,Flying,true
10301,Zygarde,mega,3844,4805,Windy,Sunny/Clear,5,Dragon,Ground,true
10302,Drampa,mega,2223,2779,Partly Cloudy,Windy,5,Normal,Dragon,true
10303,Falinks,mega,2097,2621,Cloudy,None,5,Fighting,None,true
10304,Raichu,mega-x,2006,2507,Rainy,None,5,Electric,None,true
10305,Raichu,mega-y,2160,2700,Rainy,None,5,Electric,None,true
10306,Chimecho,mega,2017,2521,Windy,Snow,5,Psychic,Steel,true
10307,Absol,mega-z,2043,2554,Fog,None,5,Dark,Ghost,true
10309,Garchomp,mega-z,2318,2898,Windy,None,5,Dragon,None,true
10310,Lucario,mega-z,2037,2546,Cloudy,Snow,5,Fighting,Steel,true
10311,Heatran,mega,2522,3153,Sunny/Clear,Snow,5,Fire,Steel,true
10312,Darkrai,mega,2329,2911,Fog,None,5,Dark,None,true
10313,Golurk,mega,1953,2441,Sunny/Clear,Fog,5,Ground,Ghost,true
10314,Meowstic,mega,2213,2767,Windy,None,5,Psychic,None,true
10315,Crabominable,mega,1939,2424,Cloudy,Snow,5,Fighting,Ice,true
10316,Golisopod,mega,2004,2505,Rainy,Snow,5,Bug,Steel,true
10317,Magearna,mega,2429,3037,Snow,Cloudy,5,Steel,Fairy,true
10318,Magearna,original-mega,2429,3037,Snow,Cloudy,5,Steel,Fairy,true
10319,Zeraora,mega,2328,2911,Rainy,None,5,Electric,None,true
10320,Scovillain,mega,1884,2355,Sunny/Clear,None,5,Grass,Fire,true
10321,Glimmora,mega,2063,2580,Partly Cloudy,Cloudy,5,Rock,Poison,true
10322,Tatsugiri,curly-mega,2107,2634,Windy,Rainy,5,Dragon,Water,true
10323,Tatsugiri,droopy-mega,2107,2634,Windy,Rainy,5,Dragon,Water,true
10324,Tatsugiri,stretchy-mega,2107,2634,Windy,Rainy,5,Dragon,Water,true
10325,Baxcalibur,mega,2693,3367,Windy,Snow,5,Dragon,Ice,true
